Samplename,Genome,Domain,StudyName,Phylum,Class,Order,Family,Genus,Species,Ecosystem,Ecosystem.Category,Ecosystem.Subtype,Ecosystem.Type,Environment,Genome_size_assembled,Gene_Count_assembled,Assimilatory Nitrite to ammonia,Dissimilatory Nitrite to Ammonia,Assimilatory Nitrate to Nitrite,Nitrogen Fixation,Dissimilatory Nitrate to Nitrite,Nitrification,Partial_Nitrification,Denitrification,Partial_NO,Partial_N2O,Partial_N2
Fusobacterium nucleatum vincentii ChDC F8,2654587788,Bacteria,Genome sequencing of Fusobacterium nucleatum subsp. vincentii KCOM 1231,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,,,,,Uncategorized,2038535,1928,None,None,None,incomplete,None,None,None,None,None,None,None
Leptotrichia sp. W10393,2684623233,Bacteria,Human oral bacterial isolates genome sequencing,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia sp. oral taxon 212,,,,,Uncategorized,2444904,2371,complete,None,None,None,None,None,None,None,None,None,None
Sebaldella termitidis ATCC 33386,646311952,Bacteria,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sebaldella,Sebaldella termitidis,Host-associated,Insecta,Unclassified,Digestive system,Animal Host,4486650,4266,complete,None,None,None,None,None,None,None,None,None,None
"Leptotrichia buccalis C-1013-b, DSM 1135",644736384,Bacteria,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia buccalis,Host-associated,Human,Oral,Digestive system,Human Host,2465610,2367,None,None,None,None,None,None,None,None,None,None,None
Leptotrichia sp. oral taxon 847 F0260,2684623119,Bacteria,Human oral bacterial isolates genome sequencing,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia sp. oral taxon 847,Host-associated,Human,Oral,Digestive system,Human Host,2194935,2136,None,None,None,None,None,None,None,None,None,None,None
Fusobacterium nucleatum animalis 7_1,646206252,Bacteria,Human Microbiome Project (HMP) Reference Genomes,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,Host-associated,Human,Unclassified,Digestive system,Human Host,2510873,2462,None,None,None,None,None,None,None,None,None,None,None
Fusobacterium nucleatum subsp. animalis 21_1A,2562617152,Bacteria,Human Microbiome Project (HMP) Reference Genomes,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,Host-associated,Human,Unclassified,Digestive system,Human Host,2153807,2079,None,None,None,None,None,None,None,None,None,None,None
Fusobacterium nucleatum subsp. animalis 21_1A null replaces 24105,2663762974,Bacteria,Human Microbiome Project (HMP) Reference Genomes,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,Host-associated,Human,Unclassified,Digestive system,Human Host,2154007,2088,None,None,None,None,None,None,None,None,None,None,None
Fusobacterium nucleatum subsp. animalis 4_8,2554235311,Bacteria,Human Microbiome Project (HMP) Reference Genomes,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,Host-associated,Human,Unclassified,Digestive system,Human Host,2261267,2175,None,None,None,None,None,None,None,None,None,None,None
Fusobacterium nucleatum vincentii 3_1_36A2,2554235746,Bacteria,Human Microbiome Project (HMP) Reference Genomes,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,Host-associated,Human,Unclassified,Unclassified,Human Host,2268272,2215,None,None,None,None,None,None,None,None,None,None,None
"Streptobacillus moniliformis 9901, DSM 12112",646311956,Bacteria,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,Streptobacillus moniliformis,Host-associated,Human,Unclassified,Unclassified,Human Host,1673280,1568,None,None,None,None,None,None,None,None,None,None,None
Fusobacterium nucleatum animalis ChDC F315,2648501184,Bacteria,Genome sequencing of Fusobacterium nucleatum subsp. animalis KCOM 1279,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,,,,,Uncategorized,2549353,2443,None,None,None,None,None,None,None,None,None,None,None
Fusobacterium nucleatum polymorphum ChDC F306,2645727950,Bacteria,Genome sequencing of Fusobacterium nucleatum subsp. polymorphum KCOM 1272,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,,,,,Uncategorized,2600840,2533,None,None,None,None,None,None,None,None,None,None,None
Fusobacterium nucleatum polymorphum ChDC F306 null replaces 101709,2654587973,Bacteria,Genome sequencing of Fusobacterium nucleatum subsp. polymorphum KCOM 1272,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,,,,,Uncategorized,2622370,2563,None,None,None,None,None,None,None,None,None,None,None
Fusobacterium nucleatum polymorphum ChDC F319,2651869768,Bacteria,Genome sequencing of Fusobacterium nucleatum subsp. polymorphum KCOM 1281,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,,,,,Uncategorized,2469901,2391,None,None,None,None,None,None,None,None,None,None,None
Fusobacterium nucleatum polymorphum NCTC10562,2657245671,Bacteria,Genome sequencing of bacterial type strains from NCTC culture collection,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,,,,,Uncategorized,2455060,2396,None,None,None,None,None,None,None,None,None,None,None
Sneathia amnii Sn35,2636415511,Bacteria,Sneathia amnii genome sequencing,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,Sneathia amnii,,,,,Uncategorized,1330224,1324,None,None,None,None,None,None,None,None,None,None,None
Sneathia sanguinegens CCUG41628 replaces 133833,2728369525,Bacteria,Genome sequencing of Leptotrichiaceae strains isolated from a guinea pig,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,Sneathia sanguinegens,,,,,Uncategorized,1284104,1256,None,None,None,None,None,None,None,None,None,None,None
Gemmatimonas aurantiaca T-27T,643692024,Bacteria,Gemmatimonas aurantiaca T-27T,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas aurantiaca,Engineered,Biotransformation,Unclassified,Unclassified,Engineered ,4636964,3987,None,None,None,None,None,None,None,None,complete,None,complete
Gemmatimonadetes bacterium KBS708,2576861455,Bacteria,Gemmatimonadetes bacterium KBS708,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatirosa,Gemmatirosa kalamazoonesis,,,,,Uncategorized,7479215,6423,None,None,None,None,None,None,None,None,complete,None,complete
Melioribacter roseus P3M,2517093030,Bacteria,Melioribacter roseus P3M,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,Melioribacter,Melioribacter roseus,Environmental,Unclassified,Unclassified,Unclassified,uncategorized,3300414,2902,None,complete,None,None,None,None,None,None,None,None,complete
"Ignavibacterium album Mat9-16, JCM 16511",2513237218,Bacteria,Ignavibacterium album Mat9-16,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,Ignavibacterium album,Environmental,Aquatic,Unclassified,Thermal springs,Aquatic Thermal springs,3658997,3243,None,complete,None,None,None,None,None,None,None,None,complete
Nanoarchaeota archaeon 7A,2681813051,Archaea,Nanoarchaeota archaeon 7A Genome sequencing,Nanoarchaeota,unclassified,Nanoarchaeales,Nanopusillaceae,Candidatus Nanopusillus,Candidatus Nanopusillus acidilobi,,,,,Uncategorized,605887,710,None,None,None,None,None,None,None,None,None,None,None
Nanoarchaeum equitans Kin4-M,638154511,Archaea,Nanoarchaeum equitans Kin4-M,Nanoarchaeota,unclassified,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum equitans,,,,,Uncategorized,490885,608,None,None,None,None,None,None,None,None,None,None,None
Nitrospira moscoviensis NSP M-1,2639762945,Bacteria,Nitrospira moscoviensis NSP M-1 genome sequencing,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira moscoviensis,,,,,Uncategorized,4589485,4547,None,incomplete,None,None,incomplete,None,None,None,complete,None,None
Nitrospira defluvii,649633030,Bacteria,Nitrospira defluvii,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira defluvii,,,,,Uncategorized,4317083,4317,complete,incomplete,None,None,incomplete,None,None,None,complete,None,None
Candidatus Nitrospira inopinata ENR4,2684623072,Bacteria,Comammox genome sequencing project,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Candidatus Nitrospira inopinata,,,,,Uncategorized,3295117,3202,None,complete,None,None,incomplete,complete,None,None,complete,None,None
Leptospirillum ferriphilum YSK,2576861452,Bacteria,Leptospirillum ferriphilum YSK,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum,Leptospirillum ferriphilum,,,,,Uncategorized,2330585,2337,None,incomplete,None,complete,None,None,None,None,complete,None,None
Leptospirillum ferrooxidans C2-3,2540341086,Bacteria,Leptospirillum ferrooxidans C2-3,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum,Leptospirillum ferrooxidans,Host-associated,Human,Unclassified,Unclassified,Human Host,2559538,2481,None,complete,None,complete,None,None,None,None,None,None,None
Thermodesulfovibrio yellowstonii DSM 11347,643348581,Bacteria,Thermodesulfovibrio yellowstonii DSM 11347,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Thermodesulfovibrio,Thermodesulfovibrio yellowstonii,Environmental,Aquatic,Unclassified,Thermal springs,Aquatic Thermal springs,2003803,2083,None,complete,None,complete,None,None,None,None,None,None,None
Leptospirillum sp. Group II CF-1,2654587603,Bacteria,Leptospirillum sp. Group II 'CF-1,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum,Leptospirillum sp. Group II 'CF-1',Environmental,Terrestrial,Mine,Geologic,Terrestrial Geologic,2709324,2655,None,incomplete,None,None,None,None,None,None,None,None,None
Leptospirillum ferriphilum ML-04,2519103101,Bacteria,Leptospirillum ferriphilum ML-04,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum,Leptospirillum ferriphilum,,,,,Uncategorized,2406157,2527,None,incomplete,None,None,None,None,None,None,None,None,None
Planctomyces sp. SH-PL62,2687453257,Bacteria,Planctomycetales Genome sequencing and assembly,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces sp. SH-PL62,,,,,Uncategorized,6784659,5353,complete,complete,incomplete,None,None,None,None,incomplete,None,None,None
Gemmata sp. SH-PL17,2671180531,Bacteria,Planctomycetales Genome sequencing and assembly,Planctomycetes,Planctomycetia,Planctomycetales,Gemmataceae,Gemmata,Gemmata sp. SH-PL17,,,,,Uncategorized,9045424,7815,None,complete,incomplete,None,None,None,None,incomplete,None,None,None
Phycisphaera mikurensis NBRC 102666,2561511149,Bacteria,Phycisphaera mikurensis FYK2301M01,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,Phycisphaera mikurensis,Host-associated,Algae,Unclassified,Unclassified,Plant host,3884382,3335,complete,None,complete,None,None,None,None,None,None,None,None
Rhodopirellula baltica SH 1,637000236,Bacteria,Rhodopirellula genome sequencing - Max Planck Institute for Marine Microbiology,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rhodopirellula,Rhodopirellula baltica,Environmental,Aquatic,Coastal,Marine,Aquatic  marine,7145576,7414,complete,complete,incomplete,None,None,None,None,None,None,None,None
Rubinisphaera brasiliensis DSM 5305,649633083,Bacteria,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera brasiliensis,Environmental,Aquatic,Saline,Non-marine Saline and Alkaline,Aquatic Non -marine and Alkaline,6006602,4865,complete,complete,incomplete,None,None,None,None,None,None,None,None
Planctomyces sp. SH-PL14,2684623219,Bacteria,Planctomycetales Genome sequencing and assembly,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces sp. SH-PL14,,,,,Uncategorized,8442773,6604,complete,complete,incomplete,None,None,None,None,None,None,None,None
Pirellula staleyi DSM 6068,646311948,Bacteria,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Pirellula,Pirellula staleyi,Environmental,Aquatic,Unclassified,Freshwater,Aquatic Freshwater,6196199,4825,complete,incomplete,incomplete,None,None,None,None,None,None,None,None
Pirellula sp. SH-Sr6A,2687453341,Bacteria,Planctomycetales Genome sequencing and assembly,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Pirellula,Pirellula sp. SH-Sr6A,,,,,Uncategorized,6534136,5435,complete,incomplete,incomplete,None,None,None,None,None,None,None,None
Planctopirus limnophila DSM 3776,646564559,Bacteria,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctopirus,Planctopirus limnophila,Environmental,Aquatic,Unclassified,Freshwater,Aquatic Freshwater,5460085,4372,complete,incomplete,incomplete,None,None,None,None,None,None,None,None
"Singulisphaera acidiphila MOB10, DSM 18658",2509601004,Bacteria,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Planctomycetes,Planctomycetia,Planctomycetales,Isosphaeraceae,Singulisphaera,Singulisphaera acidiphila,Environmental,Aquatic,Wetlands,Freshwater,Aquatic Freshwater,9755686,7683,complete,incomplete,incomplete,None,None,None,None,None,None,None,None
"Isosphaera pallida IS1B, ATCC 43644",649633058,Bacteria,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Planctomycetes,Planctomycetia,Planctomycetales,Isosphaeraceae,Isosphaera,Isosphaera pallida,Environmental,Aquatic,Unclassified,Thermal springs,Aquatic Thermal springs,5529304,3823,None,incomplete,None,None,None,None,None,None,None,None,None
Methylomonas methanica MC09,2504756059,Bacteria,Whole Genome Sequencing of Methanotrophic Bacteria from Diverse Environments,Gammaproteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas methanica,Environmental,Aquatic,Unclassified,Marine,Aquatic  marine,5051681,4664,None,complete,incomplete,complete,None,None,complete,None,complete,complete,None
Nitrosomonas communis Nm2,2627854142,Bacteria,Nitrosomonas communis Nm2,Betaproteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas communis,Environmental,Terrestrial,,Soil,Terrestrial Soil,4067838,3924,None,None,None,None,None,None,complete,None,None,complete,None
Ruegeria pomeroyi DSS-3,637000267,Bacteria,Ruegeria pomeroyi DSS-3,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria pomeroyi,Environmental,Aquatic,Unclassified,Marine,Aquatic  marine,4601053,4355,None,None,None,None,None,None,complete,complete,None,None,None
Methylophaga nitratireducenticrescens JAM1,2512564004,Bacteria,JAM1,Gammaproteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga nitratireducenticrescens,Engineered,Biotransformation,Unclassified,Unclassified,Engineered ,3137192,3096,None,complete,incomplete,None,complete,None,None,None,complete,complete,None
Bradyrhizobium japonicum USDA 6,2511231207,Bacteria,Bradyrhizobium japonicum USDA 6,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium japonicum,Host-associated,,,,Host,9207384,8886,complete,incomplete,incomplete,complete,complete,None,None,None,complete,complete,None
Bradyrhizobium japonicum E109,2654587706,Bacteria,Bradyrhizobium japonicum E109 genome sequencing,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium japonicum,,,,,Uncategorized,9224208,8763,complete,incomplete,incomplete,complete,complete,None,None,None,complete,complete,None
Bradyrhizobium japonicum SEMIA 5079,2576861420,Bacteria,Bradyrhizobium japonicum SEMIA 5079,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium japonicum,,,,,Uncategorized,9583027,8705,complete,incomplete,incomplete,complete,complete,None,None,None,complete,complete,None
Nitrosococcus oceani C-107,637000194,Bacteria,Five Bacteria involved in Nitrification,Gammaproteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,Nitrosococcus oceani,Environmental,Aquatic,Oceanic,Marine,Aquatic  marine,3522111,3190,None,None,None,None,None,complete,None,None,complete,complete,None
Nitrosococcus halophilus Nc4,646564556,Bacteria,WFO-LLNL proposal,Gammaproteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,Nitrosococcus halophilus,Environmental,Aquatic,,Marine,Aquatic  marine,4145260,4086,None,None,None,None,None,complete,None,None,complete,complete,None
Agrobacterium sp. RAC06,2718217812,Bacteria,Agrobacterium sp. RAC06 genome sequencing,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium sp. RAC06,Host-associated,Algae,,,Plant host,4964647,4769,None,complete,incomplete,None,complete,None,None,None,complete,complete,None
Rhizobium sp. NT-26,2636415851,Bacteria,Rhizobium sp. NT-26 Genome sequencing,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. NT-26,,,,,Uncategorized,4577425,4524,None,complete,None,None,complete,None,None,None,complete,complete,None
Nitrosospira multiformis ATCC 25196,637000197,Bacteria,Five Bacteria involved in Nitrification,Betaproteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,Nitrosospira multiformis,Environmental,Terrestrial,Unclassified,Soil,Terrestrial Soil,3234309,2885,None,None,None,None,None,complete,None,None,complete,complete,None
Nitrosomonas europaea ATCC 19718,637000195,Bacteria,Nitrosomonas europaea,Betaproteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas europaea,,,,,Uncategorized,2812094,2630,None,None,None,None,None,complete,None,None,complete,complete,None
